system,mean,std_dev,std_err
copysyn,0.007243500905582614,0.007326486178868725,0.00327650422643263
xtts,0.004992545305902191,0.005974360522690416,0.002671815250165389
xtts10k,0.0024941563017283506,0.0031024759879411967,0.0013874694415194667
xtts20k,0.004309929076125735,0.005105686775420695,0.002283332540332475
xtts30k,0.0015107772876269262,0.0016235148598746543,0.0007260579178321545
xtts40k,0.0037068735955378754,0.005550578645003308,0.002482294232937214
xtts50k,0.009203385476302724,0.01409727210639201,0.006304491745440836
xtts60k,0.008391924992962024,0.015093266971416476,0.006749914190127923
xtts70k,0.00969019601408672,0.016141585069923473,0.007218736296188916
xtts80k,0.019435205181559966,0.03603878222708487,0.016117033377214606
xtts90k,0.01577772375586417,0.022257938917677845,0.009954052891793151
xtts100k,0.016631702148712613,0.021837841246048335,0.009766179501602556
xtts110k,0.022176574347099003,0.025902004079396874,0.011583728375001653
xtts120k,0.03844761349271851,0.04468644559628811,0.019984386005229265
xtts130k,0.013243666318845253,0.011730819799488828,0.005246182100691494
xtts140k,0.015590388262865278,0.0171021218645989,0.007648301409745719
xtts150k,0.020914745502902763,0.0227776573668154,0.010186478048079619
