system,mean,std_dev,std_err
copysyn,0.944339332,0.008175344517335039,0.0036561252160482705
xtts,0.9248390659999999,0.010161967435500904,0.0045445699941838455
xtts10k,0.8793676979999999,0.04475885852830219,0.020016770052915977
xtts20k,0.8770137740000001,0.034992104384906325,0.015648944816083803
xtts30k,0.8777758059999998,0.03189701187079568,0.014264777364443376
xtts40k,0.8762586500000001,0.02976983805612485,0.013313476314531072
xtts50k,0.878909002,0.026273516987967566,0.0117498739986182
xtts60k,0.87575384,0.0333574386210115,0.014917900062371712
xtts70k,0.878680452,0.027130648667835447,0.012133194938988835
xtts80k,0.877333694,0.028336678874744337,0.012672548044102117
xtts90k,0.8726357699999999,0.027798758282106758,0.012431982641775197
xtts100k,0.8712774060000001,0.027956429019439878,0.012502495139123071
xtts110k,0.868897024,0.028265134212348598,0.012640552298393287
xtts120k,0.872241228,0.031022507484458284,0.013873687113548944
xtts130k,0.8719227960000001,0.03647676449133449,0.01631290500037489
xtts140k,0.870795838,0.031636142726914715,0.014148113136653373
xtts150k,0.8675757799999999,0.035113763695534,0.01570335251381565
