system,mean,std_dev,std_err
copysyn,3.8183118837662335,0.17226959872150444,0.05447643035631847
xtts,3.9831847353717302,0.16480652030610252,0.05211639774140743
xtts10k,4.174718037100507,0.08799332194619333,0.027825931623445113
xtts20k,4.160044403418972,0.09642524829097265,0.0304923408546732
xtts30k,4.173100167287784,0.10071010707736837,0.03184733217639274
xtts40k,4.146116846736307,0.1076024316679122,0.03402687658432333
xtts50k,4.153154700710521,0.13483926980043287,0.04263992106033256
xtts60k,4.162914261334462,0.10911182058039745,0.034504187268169124
xtts70k,4.112873695669114,0.1238074474685808,0.03915135252923632
xtts80k,4.139013109409937,0.12020591422142457,0.038012447716252735
xtts90k,4.131787872919254,0.1352024785425929,0.04275477774946362
xtts100k,4.134179937151327,0.14274404611983782,0.04513963081668079
xtts110k,4.112630983725767,0.1375882872463296,0.0435092367059898
xtts120k,4.126022743676829,0.15361094407171613,0.048576045679536224
xtts130k,4.149656173258987,0.13392473011572673,0.042350718218904196
xtts140k,4.123849586995107,0.12576484555559556,0.03977033615349863
xtts150k,4.103036804693206,0.12132322655320822,0.038365772898875744
