,mean,std_dev
p225,0.18181654346026271,0.06348747295850772
p240,0.1407774283670695,0.029604335744652772
p231,0.18168527278949476,0.05968316686369986
p229,0.1775939180208602,0.04121053171349432
p228,0.1454240127879265,0.044885560688058775
p232,0.193479497677711,0.07068246879615679
p268,0.1821276556808817,0.06971544295352945
p257,0.22795010528720075,0.05451697519955612
p258,0.2006848271141232,0.05795129595610405
