,mean,std_dev
p225,0.1978644932364891,0.10508865732406096
p240,0.1556439886835366,0.055648949702650975
p231,0.2055299134710274,0.09795014151300249
p229,0.18608566441814353,0.03560839270300781
p228,0.14494391999619777,0.04102220931738911
p232,0.2072820041423481,0.1010821754026243
p268,0.20391745287708246,0.1115056520535958
p257,0.2349731187270534,0.05916332926224093
p258,0.23469889661022691,0.09228771426502078
