,mean,std_dev
p225,0.1967435138787035,0.08038736298025237
p240,0.15638914861573386,0.043922489362314014
p231,0.19539309568759067,0.05806476948278623
p229,0.1878262271906317,0.035348256473879326
p228,0.15985384548383874,0.05308313864986992
p232,0.21071111881012525,0.1018963281620736
p268,0.1809001508489734,0.05013937479415807
p257,0.2447846758584061,0.07048004524369746
p258,0.2209875964210027,0.08539894984147214
