,mean,std_dev
p225,0.18603749188416338,0.07409403769696567
p240,0.15065049173049652,0.03886760145188446
p231,0.1881338003203153,0.04448617975226997
p229,0.1945119527688194,0.04418224431495982
p228,0.15723369249595737,0.048570047697747414
p232,0.1988017689484519,0.06971108911447267
p268,0.19782654436788089,0.08365077872786544
p257,0.25759694929924626,0.07988793278155121
p258,0.24120096564445237,0.0650659232884071
