,mean,std_dev
p225,0.10509750736741535,0.06551399696305338
p240,0.07963234701490879,0.03763494751353647
p231,0.10837563750369243,0.05694889177045861
p229,0.09727633645770528,0.04399897687477563
p228,0.08531394480907503,0.03928555353093083
p232,0.10687136240837351,0.06700610875213879
p268,0.0841481722550192,0.04980960035659964
p257,0.14040928278759984,0.05558513031043406
p258,0.0961504024038094,0.05044422748230597
