,mean,std_dev
p225,0.17148501190252335,0.047350257722713215
p240,0.14190717166569602,0.026499774430238897
p231,0.18634912632537018,0.051110223478125896
p229,0.18253462882045932,0.04139328739556174
p228,0.15476215192948936,0.04360553240923316
p232,0.1933023169644529,0.08163935598119168
p268,0.18775109539077733,0.06655258598385203
p257,0.24396152615642466,0.068543498165619
p258,0.19737887961409695,0.055915169196327844
