,mean,std_dev
p225,0.18608709238796775,0.06678037522959152
p240,0.15856607690309651,0.048555767401895406
p231,0.1982746000844337,0.08695091302993677
p229,0.18791984327215272,0.05803327458134632
p228,0.148569940786224,0.0514241205164412
p232,0.21220264167950167,0.07586993571746761
p268,0.17987400511081,0.07267623427391864
p257,0.23795093500006956,0.07203029843093275
p258,0.22390181616023583,0.07291973143083999
