,mean,std_dev,std_err
all,0.19950342819082836,0.07663301492485172,0.005108867661656782
p225,0.19260925852240174,0.05297281620863041,0.011293842363054094
p240,0.14593969028042625,0.033511732704567095,0.006987679308930118
p231,0.21576723694042357,0.09716377449898835,0.02071538632699931
p229,0.19139954819337285,0.051923823647960256,0.010826865663557316
p226,0.16927659499752326,0.0736598522198013,0.015359140925142588
p228,0.15690067481102205,0.058482168995119724,0.012468440323789395
p232,0.21644673137666479,0.08361547716610954,0.017435032227394044
p268,0.2076109895697979,0.08565482384144106,0.018691414947214848
p257,0.25761606790665204,0.07319192654159891,0.015261571676529957
p258,0.240727576634317,0.06895813615145056,0.0143787653540877
