,mean,std_dev,std_err
all,0.20485686528363556,0.07427207796016466,0.009006812425407894
p245,0.185943768809295,0.0745037767829436,0.015535111360934578
p288,0.17963079148831737,0.06478922568807034,0.013509487431559565
p340,0.2510023614746425,0.06377733250389174,0.013597372977079676
