,mean,std_dev,std_err
all,0.1273278309225917,0.08379973581195034,0.0055866490541300225
p225,0.12716043385936573,0.10681951448328371,0.02277399700859459
p240,0.07082386555000707,0.03722026061356612,0.007760960832889358
p231,0.1379356491550172,0.07388344210584699,0.015752002783784847
p229,0.11183633577784638,0.043842429487252865,0.009141778495373148
p226,0.09488578530295202,0.0701781224209007,0.014633150076219771
p228,0.08228163140296163,0.04945803957426822,0.010544489466778113
p232,0.1596033548127973,0.09637688093926464,0.020095968857699223
p268,0.13731782112291377,0.08049297566983052,0.017565007329487483
p257,0.1831401939485751,0.08935694805391146,0.01863221166538982
p258,0.1676573340347945,0.0932502677582504,0.019444024942276917
