,mean,std_dev,std_err
all,0.18847460617393944,0.06655177779992066,0.004436785186661378
p225,0.18018018870139335,0.04773894756907059,0.010177977819788778
p240,0.14301453735646624,0.04177210737271968,0.008710086492751857
p231,0.19159902311892285,0.053712625466906666,0.011451570226885106
p229,0.18926297564861666,0.04884053370509566,0.010183955267752834
p226,0.17622740466804931,0.08486593501774971,0.017695770713631865
p228,0.15654628404686216,0.05412191024315769,0.01153883003437527
p232,0.19177683456193476,0.06101114283304415,0.012721702698784698
p268,0.17065442462313568,0.051644940637567846,0.011269849987293122
p257,0.25442174138428436,0.0664058675990487,0.013846580572367328
p258,0.22790009607510953,0.07469753069745494,0.015575511844890174
