,mean,std_dev,std_err
all,0.19301433645790603,0.07509380274760755,0.009106461192873047
p245,0.16537916994011026,0.06889325373840738,0.014365236435749391
p288,0.17239309075545037,0.0526466055968998,0.010977576118131476
p340,0.24346422196089607,0.07840181206167993,0.0167153224951281
