,mean,std_dev,std_err
all,0.219839353656416,0.07226346360294204,0.0067979748232966115
p285,0.28957960718933534,0.08402162687404223,0.017519720295763083
p262,0.1944010943304502,0.06073685352786734,0.012664509425033634
p252,0.21644164845100225,0.05886930529723537,0.012275098700000082
p281,0.21010696185204655,0.0441673427033086,0.009416509103869136
p272,0.18680817059553945,0.06097836138489701,0.013000630329451335
