,mean,std_dev,std_err
all,0.1901786692174124,0.0691237426025484,0.00460824950683656
p225,0.1973633323727447,0.07824448755761412,0.01668178079816098
p240,0.15187771215429285,0.05671817636602689,0.011826557311347925
p231,0.17614747279307919,0.05003229936904914,0.010666922066399633
p229,0.18424856164866843,0.04645422782436133,0.009686376095270562
p226,0.16504218445667757,0.06853555848985265,0.014290651820586003
p228,0.15776253518258881,0.05461507663531982,0.011643973462466747
p232,0.20352371531369923,0.07785268453515562,0.016233406898618262
p268,0.20241510276177865,0.06542433685749827,0.014276760759132147
p257,0.243179831623093,0.06896913729129579,0.014381059250316488
p258,0.21958320907554116,0.07132936830352833,0.014873201436871493
