,mean,std_dev,std_err
all,0.19835068984221543,0.06210544803140727,0.007531391828229429
p245,0.18683537577577833,0.06317820802643458,0.013173567027807984
p288,0.16613025781004592,0.03842593743814555,0.008012361829508732
p340,0.2440744243998495,0.05572294958052117,0.011880172768014674
