,mean,std_dev,std_err
all,0.18723072589103545,0.05151777692579138,0.006247448113589593
p245,0.1651673534290196,0.041438133900655254,0.008640448209913738
p288,0.17111053386302474,0.04647433668614255,0.009690569082802228
p340,0.22714990694879048,0.04380634028343942,0.009339543129346917
