,mean,std_dev,std_err
all,0.1225636176652921,0.07764312173693835,0.009415611530120218
p245,0.10315913382401674,0.07347135608889306,0.01531983676485423
p288,0.10040047817691919,0.06607320909723789,0.013777216479781142
p340,0.16602067841901527,0.07794976859377005,0.01661894650394584
