,mean,std_dev,std_err
all,0.025675758489166724,0.0381951078722538,0.003593093504559177
p285,0.02969105301673131,0.036617382508103084,0.007635252057980894
p262,0.0223492919747995,0.03772457252729887,0.007866117136083345
p252,0.03824922490255834,0.0584714219628332,0.012192134289664138
p281,0.021873027018299004,0.01796020504713685,0.0038291285819432265
p272,0.01561336396860053,0.025624137606498266,0.0054630844937001675
