,mean,std_dev,std_err
all,0.06141269013112617,0.029517618031401533,0.003128861253612313
p245,0.04542397608245472,0.024938311690784632,0.005199997449776656
p288,0.05730584999215502,0.027079921980793925,0.005646554064536545
p295,0.06616948214470912,0.020395544674395708,0.004450672729060562
p340,0.0778811044052415,0.03507084264566993,0.007477128775251721
