,mean,std_dev,std_err
all,0.18065215459134612,0.06356803676797633,0.007708756764926867
p245,0.1663537589070998,0.07374241140419512,0.015376355705101494
p288,0.15819130142578472,0.03387609718379002,0.007063654554818497
p340,0.21908227838887237,0.060577197679909316,0.012915101940172088
