,mean,std_dev,std_err
all,0.019222018463787575,0.024633314659411265,0.0026111261316505534
p245,0.012949089850094391,0.018714942357971713,0.0039023352398844012
p288,0.017896854619931422,0.02491147745947019,0.005194402125757452
p295,0.017511184565548274,0.013260925958543668,0.002893771285249104
p340,0.028798547481363044,0.03484563351313901,0.007429114026866303
