,mean,std_dev,std_err
all,0.13421907244121642,0.07358819315014652,0.00892387921048259
p245,0.11656630221040769,0.06389076401793467,0.013322145222858484
p288,0.1197386279440967,0.08223778594961652,0.017147763750635425
p340,0.16781288783859624,0.0645165524031198,0.013754975189139422
