,mean,std_dev,std_err
all,0.11143251927420535,0.08049225772922336,0.005366150515281557
p225,0.12712805938890995,0.09181937346583686,0.019575956198239746
p240,0.07040296480807853,0.03822323246077103,0.00797009491992503
p231,0.11203950145894968,0.08355613593770606,0.017814228037825695
p229,0.11206489538881534,0.06144439266932334,0.012812041534536777
p226,0.05846329696985737,0.03442609483270998,0.0071783369923158116
p228,0.08585266382127722,0.07914804677778904,0.01687442027117199
p232,0.1346837747968093,0.08257192691473182,0.01721743695818891
p268,0.13457341666551118,0.12895297882926487,0.028139846979768773
p257,0.14609031709078357,0.058043574899358304,0.01210292200991763
p258,0.13463519198911064,0.07114039918073051,0.014833798650956425
