,mean,std_dev,std_err
all,0.11169953695743995,0.0503476068790561,0.006105544151747725
p245,0.10375513536772116,0.045252870430225516,0.009435875762159198
p288,0.09137781966365477,0.04637921486385745,0.00967073481176441
p340,0.14125047942655772,0.04745956936013625,0.010118414185509827
