,mean,std_dev,std_err
all,0.13277659729295907,0.08788740758400744,0.010657913665605097
p245,0.12368819397029492,0.10348968618541336,0.021579091275902015
p288,0.09937703119885141,0.0776222652271919,0.01618536115163077
p340,0.17719583804685682,0.061092967450407744,0.013025064424716922
