,mean,std_dev,std_err
all,0.21221528795260905,0.0853111042003911,0.010345490989890793
p245,0.18627908240457786,0.07617307442400797,0.01588318398044797
p288,0.19698821155869617,0.09630918183315969,0.020081852618257564
p340,0.25524962816464153,0.06703438803199993,0.014291779548882343
