,mean,std_dev,std_err
all,0.06845712161699938,0.03496857175619781,0.0032895665188624537
p285,0.07750580509933161,0.03638193442264107,0.007586157738399922
p262,0.06067771254231386,0.030397083001919175,0.006338229951189445
p252,0.0763609558167611,0.04954890615160624,0.010331661133371164
p281,0.07336780078247149,0.023240515048626446,0.0049548944568405025
p272,0.05395637436196388,0.02418460972155201,0.005156176117415748
