,mean,std_dev,std_err
all,0.199364620648989,0.05490664194343975,0.005165182388905988
p285,0.23494754815895472,0.05488042580239342,0.011443359829388832
p262,0.1760322988432487,0.04008647986018123,0.008358608859656419
p252,0.20194079719537558,0.04720137242793932,0.009842166514501533
p281,0.20398054890519957,0.04232694612703217,0.009024135235428589
p272,0.17924796549441133,0.06839394581213318,0.014581638241533594
