,mean,std_dev,std_err
all,0.1610309236379254,0.09640653595003211,0.00906916402167687
p285,0.2172507741192325,0.10585358338747398,0.022071997915880843
p262,0.10804080053401739,0.04972378932452295,0.010368126795700332
p252,0.14455072109967176,0.06821663757705025,0.014224152213322462
p281,0.15531266562946183,0.07027299887164731,0.014982253699892211
p272,0.18060195113273697,0.13474785013012236,0.02872833817512052
