,mean,std_dev,std_err
all,0.19393548753634485,0.05566055973223521,0.005236105008602539
p285,0.23781673705288,0.05568743464978891,0.011611632806342378
p262,0.18905478173346185,0.05360403310268596,0.011177213553502603
p252,0.18909740386310095,0.04633963963890268,0.00966248280692179
p281,0.20229385824155102,0.05359022313329947,0.011425473961676452
p272,0.14986181769798448,0.029560497605112732,0.006302319265238341
