,mean,std_dev,std_err
all,0.20723119619608493,0.09104366006162924,0.011040665499321336
p245,0.16399945666876298,0.059540291449837454,0.012415008984450316
p288,0.2059367830898097,0.10227045222668246,0.021324863421398752
p340,0.25378126485848207,0.0863459136241155,0.018409010639041087
